arrangement_id,update_datetime,requester_staff_id,wfh_date,wfh_type,current_approval_status,approving_officer,delegate_approving_officer,reason_description,batch_id,latest_log_id,supporting_doc_1,supporting_doc_2,supporting_doc_3,status_reason
325,2025-01-11T19:35:51Z,171018,2024-08-25,AM,APPROVED,170166,,OOO - Taking a day for self-care or to manage stress and prevent burnout.,6,1,None,None,None,None
326,2024-12-19T19:26:59Z,160333,2024-08-28,PM,PENDING_WITHDRAWAL,160008,,"WFH - Planned time off to recharge, travel, or enjoy a break.",11,1,None,None,None,None
327,2025-10-21T08:37:44Z,151118,2024-07-15,AM,REJECTED,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",53,1,None,None,None,None
328,2025-03-19T10:48:32Z,150845,2024-10-15,AM,REJECTED,151408,140001,"OOO - Handling important personal matters such as legal appointments, bank work, or home repairs.",62,1,None,None,None,None
329,2025-03-17T09:52:58Z,171029,2024-09-14,FULL,WITHDRAWN,170166,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",95,1,None,None,None,None
330,2025-08-25T08:19:04Z,151582,2024-07-04,PM,CANCELLED,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",49,1,None,None,None,None
331,2025-08-14T18:16:37Z,151444,2024-10-28,FULL,PENDING_APPROVAL,151408,140001,"OOO - Taking leave to attend a course, certification, or exam preparation.",32,1,None,None,None,None
332,2024-12-06T02:23:45Z,180014,2024-08-19,PM,APPROVED,180001,,"WFH - Taking leave to attend a course, certification, or exam preparation.",8,1,None,None,None,None
333,2024-12-07T00:51:44Z,150866,2024-10-05,AM,CANCELLED,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",7,1,None,None,None,None
334,2025-07-14T18:04:43Z,140036,2024-07-15,FULL,PENDING_APPROVAL,140894,,"WFH - Taking care of a family member, elderly care, or childcare issues.",3,1,None,None,None,None
335,2025-06-16T18:44:25Z,210038,2024-10-08,FULL,PENDING_APPROVAL,210001,,"WFH - Taking care of a family member, elderly care, or childcare issues.",67,1,None,None,None,None
336,2025-01-17T17:42:10Z,151438,2024-10-31,AM,PENDING_APPROVAL,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",16,1,None,None,None,None
337,2025-02-22T03:05:47Z,140919,2024-07-31,AM,REJECTED,140944,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",51,1,None,None,None,None
338,2025-09-26T17:47:56Z,190092,2024-09-12,FULL,WITHDRAWN,150008,,WFH - Celebrating a religious holiday or participating in a faith-based event.,32,1,None,None,None,None
339,2025-01-22T03:59:16Z,190051,2024-10-22,AM,CANCELLED,150008,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,77,1,None,None,None,None
340,2025-04-26T06:04:45Z,151470,2024-09-13,PM,PENDING_APPROVAL,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",47,1,None,None,None,None
341,2024-12-16T06:40:23Z,151436,2024-08-22,PM,REJECTED,151408,140001,WFH - Moving to a new home or handling logistics related to a recent move.,80,1,None,None,None,None
342,2025-03-01T19:18:35Z,171044,2024-09-23,AM,CANCELLED,171029,,"OOO - Handling important personal matters such as legal appointments, bank work, or home repairs.",50,1,None,None,None,None
343,2025-05-15T23:57:38Z,190092,2024-08-19,PM,REJECTED,150008,,"WFH - Taking leave to attend a course, certification, or exam preparation.",95,1,None,None,None,None
344,2025-06-18T07:48:15Z,160326,2024-08-10,PM,CANCELLED,160008,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",90,1,None,None,None,None
345,2025-09-12T03:09:59Z,160135,2024-10-25,FULL,PENDING_WITHDRAWAL,160008,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",14,1,None,None,None,None
346,2025-08-26T03:44:15Z,151480,2024-08-09,AM,APPROVED,151408,140001,"WFH - Taking care of a family member, elderly care, or childcare issues.",29,1,None,None,None,None
347,2025-04-20T09:31:34Z,151055,2024-09-09,AM,WITHDRAWN,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",23,1,None,None,None,None
348,2025-08-16T10:14:26Z,151540,2024-08-05,FULL,APPROVED,151408,140001,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",37,1,None,None,None,None
349,2025-05-09T05:55:06Z,160333,2024-10-12,FULL,REJECTED,160008,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",49,1,None,None,None,None
350,2025-04-23T22:45:43Z,210041,2024-08-28,AM,CANCELLED,210001,,"WFH - Planned time off to recharge, travel, or enjoy a break.",96,1,None,None,None,None
351,2025-11-11T10:53:44Z,140893,2024-08-13,FULL,WITHDRAWN,140103,,WFH - Moving to a new home or handling logistics related to a recent move.,25,1,None,None,None,None
352,2025-01-24T02:46:02Z,151544,2024-08-21,PM,REJECTED,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,27,1,None,None,None,None
353,2024-11-17T06:25:19Z,160329,2024-08-02,AM,WITHDRAWN,160008,,"WFH - Weather disruptions, transportation issues, or emergencies.",34,1,None,None,None,None
354,2025-02-24T00:20:37Z,150633,2024-09-25,FULL,REJECTED,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",77,1,None,None,None,None
355,2025-05-17T22:19:37Z,151058,2024-07-06,AM,APPROVED,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",88,1,None,None,None,None
356,2024-11-29T16:43:38Z,140078,2024-07-09,PM,WITHDRAWN,140894,,"OOO - Weather disruptions, transportation issues, or emergencies.",22,1,None,None,None,None
357,2025-11-14T05:26:23Z,140025,2024-08-10,AM,WITHDRAWN,140894,,WFH - Celebrating a religious holiday or participating in a faith-based event.,72,1,None,None,None,None
358,2025-10-20T01:13:35Z,140015,2024-09-11,AM,CANCELLED,140894,,"WFH - Taking care of a family member, elderly care, or childcare issues.",29,1,None,None,None,None
359,2025-08-27T00:26:24Z,160289,2024-09-26,FULL,APPROVED,160008,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",84,1,None,None,None,None
360,2025-03-02T12:40:14Z,151447,2024-09-05,FULL,REJECTED,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",91,1,None,None,None,None
361,2024-11-26T09:17:07Z,180004,2024-10-28,AM,REJECTED,180001,,"WFH - Taking leave to attend a course, certification, or exam preparation.",11,1,None,None,None,None
362,2025-08-29T06:16:24Z,151611,2024-09-19,AM,PENDING_WITHDRAWAL,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",52,1,None,None,None,None
363,2024-11-01T22:57:12Z,190009,2024-09-10,AM,REJECTED,150008,,WFH - Moving to a new home or handling logistics related to a recent move.,25,1,None,None,None,None
364,2025-09-23T11:49:06Z,160135,2024-08-16,PM,APPROVED,160008,,"WFH - Planned time off to recharge, travel, or enjoy a break.",19,1,None,None,None,None
365,2025-03-03T16:59:43Z,180025,2024-09-18,PM,CANCELLED,180001,,WFH - Moving to a new home or handling logistics related to a recent move.,76,1,None,None,None,None
366,2025-03-20T11:34:05Z,150166,2024-10-10,FULL,WITHDRAWN,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",77,1,None,None,None,None
367,2025-04-18T16:27:57Z,170866,2024-09-07,AM,APPROVED,171009,,"OOO - Taking care of a family member, elderly care, or childcare issues.",18,1,None,None,None,None
368,2024-12-04T18:21:03Z,190019,2024-07-22,FULL,WITHDRAWN,150008,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,48,1,None,None,None,None
369,2025-08-25T01:13:39Z,160290,2024-09-03,AM,CANCELLED,160008,,"WFH - Planned time off to recharge, travel, or enjoy a break.",70,1,None,None,None,None
370,2025-04-07T20:42:48Z,171031,2024-09-01,AM,CANCELLED,171043,,"OOO - Weather disruptions, transportation issues, or emergencies.",9,1,None,None,None,None
371,2025-01-09T21:35:52Z,150342,2024-07-31,FULL,WITHDRAWN,151408,140001,"OOO - Planned time off to recharge, travel, or enjoy a break.",54,1,None,None,None,None
372,2025-08-09T04:28:33Z,160328,2024-08-17,FULL,WITHDRAWN,160008,,"WFH - Weather disruptions, transportation issues, or emergencies.",60,1,None,None,None,None
373,2025-08-12T13:53:13Z,171014,2024-08-29,FULL,APPROVED,170166,,"OOO - Weather disruptions, transportation issues, or emergencies.",33,1,None,None,None,None
374,2025-04-29T02:09:09Z,140525,2024-07-09,PM,PENDING_APPROVAL,140894,,"WFH - Taking leave to attend a course, certification, or exam preparation.",62,1,None,None,None,None
375,2025-02-15T00:30:12Z,180015,2024-09-29,AM,REJECTED,180001,,"WFH - Planned time off to recharge, travel, or enjoy a break.",91,1,None,None,None,None
376,2025-04-27T20:03:39Z,190044,2024-07-04,AM,APPROVED,150008,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",72,1,None,None,None,None
377,2025-05-16T02:59:16Z,190051,2024-09-24,FULL,PENDING_APPROVAL,150008,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,35,1,None,None,None,None
378,2025-08-12T17:40:55Z,171022,2024-10-16,AM,WITHDRAWN,171029,,WFH - Moving to a new home or handling logistics related to a recent move.,35,1,None,None,None,None
379,2025-11-10T04:21:25Z,210021,2024-10-12,AM,PENDING_WITHDRAWAL,210001,,OOO - Moving to a new home or handling logistics related to a recent move.,59,1,None,None,None,None
380,2025-04-01T21:35:56Z,190009,2024-08-13,PM,REJECTED,150008,,"WFH - Taking care of a family member, elderly care, or childcare issues.",80,1,None,None,None,None
381,2025-05-27T22:53:20Z,160328,2024-09-25,FULL,REJECTED,160008,,"OOO - Handling important personal matters such as legal appointments, bank work, or home repairs.",89,1,None,None,None,None
382,2025-09-13T02:40:26Z,160135,2024-10-29,AM,WITHDRAWN,160008,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",46,1,None,None,None,None
383,2025-10-07T11:53:59Z,151607,2024-10-22,AM,CANCELLED,151408,140001,OOO - Moving to a new home or handling logistics related to a recent move.,27,1,None,None,None,None
384,2025-08-25T00:19:35Z,210031,2024-08-26,PM,CANCELLED,210001,,WFH - Moving to a new home or handling logistics related to a recent move.,60,1,None,None,None,None
385,2024-11-03T10:59:16Z,150276,2024-08-05,FULL,WITHDRAWN,151408,140001,"WFH - Taking care of a family member, elderly care, or childcare issues.",49,1,None,None,None,None
386,2025-04-29T11:22:06Z,160008,2024-10-14,FULL,REJECTED,130002,,OOO - Moving to a new home or handling logistics related to a recent move.,80,1,None,None,None,None
387,2025-08-28T14:49:16Z,151573,2024-09-28,PM,APPROVED,151408,140001,"OOO - Taking leave to attend a course, certification, or exam preparation.",16,1,None,None,None,None
388,2024-11-12T18:53:04Z,151415,2024-07-04,FULL,REJECTED,151408,140001,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",64,1,None,None,None,None
389,2025-11-18T10:42:09Z,151493,2024-10-22,PM,PENDING_APPROVAL,151408,140001,WFH - Moving to a new home or handling logistics related to a recent move.,45,1,None,None,None,None
390,2025-09-01T14:24:34Z,150282,2024-09-20,AM,PENDING_WITHDRAWAL,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",82,1,None,None,None,None
391,2025-08-20T22:42:12Z,150968,2024-10-23,FULL,PENDING_APPROVAL,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",50,1,None,None,None,None
392,2025-03-07T02:20:34Z,151416,2024-07-05,FULL,APPROVED,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",47,1,None,None,None,None
393,2025-11-12T18:25:54Z,151466,2024-07-05,FULL,APPROVED,151408,140001,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",61,1,None,None,None,None
394,2025-04-15T01:22:33Z,190097,2024-07-08,AM,CANCELLED,150008,,"OOO - Taking care of a family member, elderly care, or childcare issues.",2,1,None,None,None,None
395,2024-12-05T10:07:12Z,151593,2024-07-05,AM,PENDING_APPROVAL,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",11,1,None,None,None,None
396,2025-09-02T17:30:23Z,151582,2024-08-23,AM,PENDING_APPROVAL,151408,140001,"OOO - Taking leave to attend a course, certification, or exam preparation.",91,1,None,None,None,None
397,2025-04-25T17:16:23Z,190057,2024-07-18,FULL,REJECTED,150008,,"WFH - Weather disruptions, transportation issues, or emergencies.",65,1,None,None,None,None
398,2025-01-18T22:43:36Z,160287,2024-07-20,AM,APPROVED,160008,,OOO - Celebrating a religious holiday or participating in a faith-based event.,73,1,None,None,None,None
399,2025-09-06T23:52:11Z,151056,2024-09-07,PM,APPROVED,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",40,1,None,None,None,None
400,2025-06-11T01:19:01Z,151558,2024-09-14,FULL,WITHDRAWN,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",29,1,None,None,None,None
401,2025-01-16T20:08:45Z,151612,2024-08-27,FULL,CANCELLED,151408,140001,"WFH - Weather disruptions, transportation issues, or emergencies.",50,1,None,None,None,None
402,2025-08-22T01:34:33Z,140002,2024-08-06,PM,REJECTED,140894,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",10,1,None,None,None,None
403,2025-03-16T19:07:14Z,190068,2024-10-04,PM,APPROVED,150008,,"WFH - Weather disruptions, transportation issues, or emergencies.",68,1,None,None,None,None
404,2025-08-22T23:25:29Z,160334,2024-10-20,AM,PENDING_WITHDRAWAL,160008,,"WFH - Planned time off to recharge, travel, or enjoy a break.",12,1,None,None,None,None
405,2025-07-30T09:31:41Z,160296,2024-10-09,PM,REJECTED,160008,,"OOO - Handling important personal matters such as legal appointments, bank work, or home repairs.",10,1,None,None,None,None
406,2025-08-01T04:15:31Z,210043,2024-10-17,PM,CANCELLED,210001,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",8,1,None,None,None,None
407,2025-06-09T14:09:36Z,210044,2024-07-30,FULL,CANCELLED,210001,,OOO - Celebrating a religious holiday or participating in a faith-based event.,48,1,None,None,None,None
408,2024-12-06T03:31:11Z,190024,2024-07-27,PM,APPROVED,150008,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",9,1,None,None,None,None
409,2025-09-07T11:44:36Z,151574,2024-07-30,AM,CANCELLED,151408,140001,"OOO - Weather disruptions, transportation issues, or emergencies.",69,1,None,None,None,None
410,2025-01-20T20:10:59Z,210020,2024-08-06,PM,REJECTED,210001,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,98,1,None,None,None,None
411,2025-05-04T11:08:03Z,151598,2024-09-16,AM,APPROVED,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,8,1,None,None,None,None
412,2025-11-06T22:27:08Z,151576,2024-10-10,PM,PENDING_WITHDRAWAL,151408,140001,WFH - Celebrating a religious holiday or participating in a faith-based event.,88,1,None,None,None,None
413,2025-03-31T17:43:36Z,180015,2024-10-20,AM,CANCELLED,180001,,"OOO - Taking care of a family member, elderly care, or childcare issues.",71,1,None,None,None,None
414,2025-07-20T20:00:11Z,151438,2024-08-22,FULL,PENDING_WITHDRAWAL,151408,140001,OOO - Celebrating a religious holiday or participating in a faith-based event.,57,1,None,None,None,None
415,2024-12-31T08:48:17Z,210028,2024-08-12,PM,PENDING_APPROVAL,210001,,WFH - Moving to a new home or handling logistics related to a recent move.,37,1,None,None,None,None
416,2025-08-04T19:03:48Z,150288,2024-08-22,FULL,APPROVED,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",73,1,None,None,None,None
417,2025-09-07T17:21:47Z,171009,2024-10-02,AM,WITHDRAWN,170166,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",68,1,None,None,None,None
418,2025-07-16T16:27:32Z,151512,2024-09-06,AM,PENDING_WITHDRAWAL,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",60,1,None,None,None,None
419,2025-10-22T07:37:31Z,150638,2024-07-04,FULL,PENDING_APPROVAL,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",75,1,None,None,None,None
420,2025-02-04T04:55:52Z,150233,2024-08-27,FULL,WITHDRAWN,151408,140001,OOO - Taking a day for self-care or to manage stress and prevent burnout.,61,1,None,None,None,None
421,2025-11-28T16:26:57Z,171045,2024-09-09,AM,PENDING_WITHDRAWAL,171029,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",92,1,None,None,None,None
422,2025-02-13T14:29:05Z,180037,2024-08-20,PM,PENDING_APPROVAL,180001,,WFH - Celebrating a religious holiday or participating in a faith-based event.,73,1,None,None,None,None
423,2025-11-23T00:59:47Z,190041,2024-07-13,FULL,WITHDRAWN,150008,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,13,1,None,None,None,None
424,2025-06-08T18:21:39Z,190009,2024-10-22,FULL,PENDING_APPROVAL,150008,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",92,1,None,None,None,None
425,2025-09-04T02:47:06Z,151419,2024-09-22,PM,REJECTED,151408,140001,"WFH - Taking care of a family member, elderly care, or childcare issues.",86,1,None,None,None,None
426,2024-11-28T04:06:37Z,151417,2024-07-12,PM,PENDING_WITHDRAWAL,151408,140001,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",62,1,None,None,None,None
427,2025-01-04T18:09:04Z,160135,2024-10-19,AM,WITHDRAWN,160008,,"WFH - Weather disruptions, transportation issues, or emergencies.",85,1,None,None,None,None
428,2025-02-20T13:20:04Z,151493,2024-08-30,FULL,CANCELLED,151408,140001,OOO - Moving to a new home or handling logistics related to a recent move.,32,1,None,None,None,None
429,2025-07-29T04:59:58Z,171012,2024-08-23,FULL,APPROVED,171014,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",47,1,None,None,None,None
430,2025-09-14T06:38:47Z,151484,2024-08-01,PM,REJECTED,151408,140001,WFH - Celebrating a religious holiday or participating in a faith-based event.,11,1,None,None,None,None
431,2025-04-10T17:15:42Z,160331,2024-07-10,AM,WITHDRAWN,160008,,"WFH - Taking leave to attend a course, certification, or exam preparation.",8,1,None,None,None,None
432,2025-07-17T17:46:23Z,151483,2024-09-06,PM,APPROVED,151408,140001,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",100,1,None,None,None,None
433,2025-08-24T01:55:41Z,160328,2024-09-23,PM,CANCELLED,160008,,"WFH - Taking care of a family member, elderly care, or childcare issues.",84,1,None,None,None,None
434,2025-05-26T01:19:46Z,210044,2024-10-19,AM,WITHDRAWN,210001,,OOO - Moving to a new home or handling logistics related to a recent move.,35,1,None,None,None,None
435,2025-09-15T12:46:54Z,171048,2024-08-08,PM,REJECTED,171029,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",56,1,None,None,None,None
436,2025-10-07T05:56:20Z,140892,2024-10-29,FULL,CANCELLED,140008,,"OOO - Handling important personal matters such as legal appointments, bank work, or home repairs.",25,1,None,None,None,None
437,2025-11-05T14:07:51Z,190064,2024-07-19,AM,PENDING_WITHDRAWAL,150008,,"OOO - Taking care of a family member, elderly care, or childcare issues.",61,1,None,None,None,None
438,2025-01-19T18:17:48Z,150168,2024-10-24,PM,CANCELLED,151408,140001,OOO - Moving to a new home or handling logistics related to a recent move.,98,1,None,None,None,None
439,2025-10-03T20:34:10Z,150075,2024-08-27,PM,APPROVED,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,78,1,None,None,None,None
440,2025-06-15T21:23:59Z,150608,2024-10-30,AM,APPROVED,151408,140001,"OOO - Attending a family wedding, birthday, or significant milestone celebration.",6,1,None,None,None,None
441,2025-01-27T02:27:13Z,170166,2024-08-17,AM,REJECTED,130002,,WFH - Celebrating a religious holiday or participating in a faith-based event.,20,1,None,None,None,None
442,2025-03-23T00:12:06Z,150065,2024-10-02,FULL,PENDING_APPROVAL,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",35,1,None,None,None,None
443,2024-12-20T09:28:55Z,151483,2024-08-22,FULL,APPROVED,151408,140001,"OOO - Taking care of a family member, elderly care, or childcare issues.",80,1,None,None,None,None
444,2025-04-19T03:29:34Z,150615,2024-08-09,PM,PENDING_WITHDRAWAL,151408,140001,WFH - Celebrating a religious holiday or participating in a faith-based event.,57,1,None,None,None,None
445,2025-02-01T19:01:54Z,160333,2024-07-04,PM,PENDING_WITHDRAWAL,160008,,"WFH - Taking leave to attend a course, certification, or exam preparation.",72,1,None,None,None,None
446,2025-11-24T22:11:59Z,180006,2024-08-26,FULL,PENDING_WITHDRAWAL,180001,,"OOO - Taking care of a family member, elderly care, or childcare issues.",52,1,None,None,None,None
447,2025-10-22T00:40:37Z,190017,2024-09-25,PM,PENDING_APPROVAL,150008,,"WFH - Taking leave to attend a course, certification, or exam preparation.",35,1,None,None,None,None
448,2025-11-06T14:31:31Z,151470,2024-10-20,FULL,REJECTED,151408,140001,"WFH - Taking care of a family member, elderly care, or childcare issues.",31,1,None,None,None,None
449,2025-01-10T11:20:03Z,151581,2024-07-03,FULL,APPROVED,151408,140001,"WFH - Weather disruptions, transportation issues, or emergencies.",1,1,None,None,None,None
450,2025-05-13T07:58:45Z,190024,2024-07-18,PM,REJECTED,150008,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",67,1,None,None,None,None
451,2025-09-10T04:23:12Z,151580,2024-10-05,PM,PENDING_APPROVAL,151408,140001,"OOO - Taking leave to attend a course, certification, or exam preparation.",61,1,None,None,None,None
452,2025-04-22T14:10:53Z,171045,2024-07-24,FULL,CANCELLED,171029,,"WFH - Taking care of a family member, elderly care, or childcare issues.",29,1,None,None,None,None
453,2025-10-31T10:41:52Z,170232,2024-08-14,FULL,CANCELLED,171009,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",9,1,None,None,None,None
454,2025-08-22T04:05:33Z,171041,2024-10-12,PM,WITHDRAWN,171043,,"WFH - Taking care of a family member, elderly care, or childcare issues.",86,1,None,None,None,None
455,2024-12-12T18:17:33Z,150866,2024-08-25,FULL,CANCELLED,151408,140001,WFH - Moving to a new home or handling logistics related to a recent move.,49,1,None,None,None,None
456,2025-01-27T16:53:33Z,190035,2024-07-18,PM,CANCELLED,150008,,"WFH - Weather disruptions, transportation issues, or emergencies.",37,1,None,None,None,None
457,2025-10-31T12:23:25Z,171024,2024-08-13,PM,PENDING_WITHDRAWAL,171029,,"WFH - Taking leave to attend a course, certification, or exam preparation.",27,1,None,None,None,None
458,2025-09-23T13:34:57Z,160314,2024-08-20,FULL,CANCELLED,160008,,"WFH - Planned time off to recharge, travel, or enjoy a break.",69,1,None,None,None,None
459,2025-10-06T00:18:08Z,190082,2024-09-07,FULL,REJECTED,150008,,"WFH - Planned time off to recharge, travel, or enjoy a break.",43,1,None,None,None,None
460,2024-12-02T01:05:30Z,151431,2024-07-21,PM,APPROVED,151408,140001,"OOO - Attending a family wedding, birthday, or significant milestone celebration.",42,1,None,None,None,None
461,2025-02-12T05:18:14Z,150695,2024-07-18,PM,PENDING_WITHDRAWAL,151408,140001,"WFH - Taking care of a family member, elderly care, or childcare issues.",10,1,None,None,None,None
462,2024-11-13T00:10:47Z,190068,2024-07-03,FULL,REJECTED,150008,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",13,1,None,None,None,None
463,2025-10-22T05:06:53Z,151416,2024-07-12,AM,REJECTED,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,25,1,None,None,None,None
464,2025-08-22T11:45:03Z,151576,2024-10-13,AM,APPROVED,151408,140001,WFH - Moving to a new home or handling logistics related to a recent move.,50,1,None,None,None,None
465,2025-08-09T11:17:33Z,210019,2024-10-12,PM,REJECTED,210001,,"WFH - Taking leave to attend a course, certification, or exam preparation.",84,1,None,None,None,None
466,2025-08-01T17:16:01Z,150512,2024-10-30,FULL,WITHDRAWN,151408,140001,WFH - Moving to a new home or handling logistics related to a recent move.,10,1,None,None,None,None
467,2025-11-28T16:45:59Z,170245,2024-07-14,AM,PENDING_APPROVAL,171009,,"WFH - Weather disruptions, transportation issues, or emergencies.",76,1,None,None,None,None
468,2025-05-17T01:19:32Z,151539,2024-09-02,PM,APPROVED,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",29,1,None,None,None,None
469,2025-03-24T14:52:13Z,150968,2024-10-16,AM,CANCELLED,151408,140001,WFH - Celebrating a religious holiday or participating in a faith-based event.,30,1,None,None,None,None
470,2024-11-01T17:27:00Z,140004,2024-09-22,FULL,PENDING_APPROVAL,140894,,"WFH - Taking care of a family member, elderly care, or childcare issues.",35,1,None,None,None,None
471,2024-11-13T16:16:25Z,140736,2024-07-15,FULL,CANCELLED,140894,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,17,1,None,None,None,None
472,2024-11-09T18:11:33Z,190037,2024-07-24,FULL,REJECTED,150008,,"OOO - Taking care of a family member, elderly care, or childcare issues.",45,1,None,None,None,None
473,2024-12-12T18:02:52Z,150355,2024-10-09,FULL,CANCELLED,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",7,1,None,None,None,None
474,2025-04-10T22:11:20Z,140036,2024-08-25,AM,PENDING_WITHDRAWAL,140894,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",40,1,None,None,None,None
475,2025-01-27T07:59:47Z,151440,2024-09-26,PM,WITHDRAWN,151408,140001,"WFH - Weather disruptions, transportation issues, or emergencies.",32,1,None,None,None,None
476,2025-03-28T11:20:34Z,151411,2024-08-03,FULL,CANCELLED,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",15,1,None,None,None,None
477,2025-06-28T00:00:22Z,151547,2024-07-30,AM,APPROVED,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",39,1,None,None,None,None
478,2025-03-23T16:13:37Z,160287,2024-08-20,FULL,WITHDRAWN,160008,,OOO - Taking a day for self-care or to manage stress and prevent burnout.,37,1,None,None,None,None
479,2025-04-10T08:18:12Z,151412,2024-07-15,FULL,REJECTED,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",92,1,None,None,None,None
480,2025-11-12T19:43:12Z,190077,2024-10-10,AM,CANCELLED,150008,,"OOO - Weather disruptions, transportation issues, or emergencies.",91,1,None,None,None,None
481,2024-12-09T22:18:03Z,190022,2024-10-27,FULL,PENDING_WITHDRAWAL,150008,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",19,1,None,None,None,None
482,2024-11-04T21:28:43Z,171022,2024-10-27,AM,PENDING_WITHDRAWAL,171029,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,39,1,None,None,None,None
483,2025-06-03T09:32:13Z,140940,2024-09-21,FULL,CANCELLED,140879,,"WFH - Planned time off to recharge, travel, or enjoy a break.",79,1,None,None,None,None
484,2025-01-06T17:18:23Z,190091,2024-10-18,PM,REJECTED,150008,,WFH - Moving to a new home or handling logistics related to a recent move.,22,1,None,None,None,None
485,2024-11-18T17:37:28Z,151415,2024-10-24,AM,CANCELLED,151408,140001,WFH - Moving to a new home or handling logistics related to a recent move.,22,1,None,None,None,None
486,2025-11-27T11:29:38Z,140891,2024-09-30,FULL,WITHDRAWN,140008,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",9,1,None,None,None,None
487,2025-10-24T04:07:49Z,170245,2024-10-30,FULL,REJECTED,171009,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",80,1,None,None,None,None
488,2025-01-30T17:08:55Z,190065,2024-08-12,AM,WITHDRAWN,150008,,WFH - Celebrating a religious holiday or participating in a faith-based event.,86,1,None,None,None,None
